topic,query_type,query,page,position,url,domain,title,timestamp
cloning,neutral,reproductive cloning research,2,5,https://www.genewatch.org/uploads/f03c6d66a9b354535738483c1c3d49e4/Brief_32_A4.pdf,genewatch.org,HUMAN CLONING AND STEM CELLS,2026-05-09 21:14:30
cloning,neutral,reproductive cloning research,2,7,https://www.ebsco.com/research-starters/health-and-medicine/cloning-overview,ebsco.com,Cloning: Overview | Health and Medicine | Research Starters,2026-05-09 21:14:31
cloning,neutral,reproductive cloning research,2,9,https://code-medical-ethics.ama-assn.org/ethics-opinions/cloning-reproduction,code-medical-ethics.ama-assn.org,Cloning for Reproduction | AMA-Code - Code of Medical Ethics,2026-05-09 21:14:31
cloning,neutral,reproductive cloning research,3,2,https://osteopathic.org/wp-content/uploads/policies/Policy_H316-A-24-Human-Cloning-H341-A19.pdf,osteopathic.org,Human Cloning Policy Statement White Paper,2026-05-09 21:14:44
cloning,neutral,reproductive cloning research,3,3,https://www.mayoclinicproceedings.org/article/S0025-6196(11)63148-0/fulltext,mayoclinicproceedings.org,Stem Cell Research: Why Medicine Should Reject Human ...,2026-05-09 21:14:44
cloning,neutral,reproductive cloning research,3,4,https://www.jove.com/science-education/v/10816/reproductive-cloning-and-somatic-cell-nuclear-transfer,jove.com,Video: Reproductive Cloning,2026-05-09 21:14:44
cloning,neutral,reproductive cloning research,3,7,https://www.understandinganimalresearch.org.uk/animal-research-case-studies/animal-cloning,understandinganimalresearch.org.uk,Animal cloning,2026-05-09 21:14:45
cloning,neutral,reproductive cloning research,3,8,https://stemcellthailand.org/reproductive-therapeutic-cloning/,stemcellthailand.org,Reproductive and Therapeutic cloning for Humans,2026-05-09 21:14:45
cloning,slanted,therapeutic cloning debate,1,2,https://www.routledge.com/The-Therapeutic-Cloning-Debate-Global-Science-and-Journalism-in-the-Public-Sphere/Jensen/p/book/9780367600907,routledge.com,The Therapeutic Cloning Debate: Global Science and ...,2026-05-09 21:14:58
cloning,slanted,therapeutic cloning debate,1,8,https://www.cell.com/molecular-therapy-family/molecular-therapy/fulltext/S1525-0016(02)90614-3,cell.com,Do Not Ban Therapeutic Cloning: Molecular Therapy,2026-05-09 21:15:08
cloning,slanted,therapeutic cloning debate,1,9,https://robsparrow.com/wp-content/uploads/Therapeutic-cloning-and-reproductive-liberty.pdf,robsparrow.com,Therapeutic cloning and reproductive liberty. - Robert Sparrow,2026-05-09 21:15:08
cloning,slanted,therapeutic cloning debate,1,10,https://cbhd.org/cbhd-resources/copy-that-where-is-the-great-cloning-debate,cbhd.org,Copy That? Where Is The Great Cloning Debate?,2026-05-09 21:15:09
cloning,slanted,therapeutic cloning debate,2,1,https://www.openaccessjournals.com/articles/therapeutic-cloning-potential-challenges-and-ethical-considerations-18001.html,openaccessjournals.com,"Therapeutic Cloning: Potential, Challenges, and Ethical ...",2026-05-09 21:15:21
cloning,slanted,therapeutic cloning debate,2,2,https://philpapers.org/rec/JENTTC-6,philpapers.org,The Therapeutic Cloning Debate - Eric Allen Jensen,2026-05-09 21:15:22
cloning,slanted,therapeutic cloning debate,2,3,https://www.lifescied.org/doi/10.1187/cbe.02-07-0023,lifescied.org,"Cloning, Stem Cells, and the Current National Debate",2026-05-09 21:15:22
cloning,slanted,therapeutic cloning debate,2,4,https://apps.who.int/gb/ebwha/pdf_files/EB115/B115_ID2-en.pdf,apps.who.int,Reproductive cloning of human beings,2026-05-09 21:15:22
cloning,slanted,therapeutic cloning debate,2,5,https://asploro.com/ethical-debates-about-cloning/,asploro.com,Ethical Debates about Cloning,2026-05-09 21:15:22
cloning,slanted,therapeutic cloning debate,2,7,https://stemcellthailand.org/reproductive-therapeutic-cloning/,stemcellthailand.org,Reproductive and Therapeutic cloning for Humans,2026-05-09 21:15:23
cloning,slanted,therapeutic cloning debate,2,9,https://cordis.europa.eu/article/id/17762-human-cloning-may-be-impossible-and-therapeutic-stem-cell-cloning-may-be-unnecessary-new-resea,cordis.europa.eu,Human cloning may be impossible and therapeutic stem cell ...,2026-05-09 21:15:24
cloning,slanted,therapeutic cloning debate,2,10,https://www.longdom.org/open-access/brief-note-on-reproductive-and-therapeutic-cloning-98546.html,longdom.org,Brief Note on Reproductive and Therapeutic Cloning,2026-05-09 21:15:24
cloning,slanted,therapeutic cloning debate,3,2,https://kclpure.kcl.ac.uk/portal/en/publications/reproductive-cloning-in-humans-and-therapeutic-cloning-in-primate/,kclpure.kcl.ac.uk,Reproductive cloning in humans and therapeutic ...,2026-05-09 21:15:34
cloning,slanted,therapeutic cloning debate,3,4,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2E8D2C9E437B44A543A0887E8B9ECB38/S1477175612000152a.pdf/therapeutic_cloning_can_we_all_agree.pdf,cambridge.org,therapeutic cloning – can we all agree?,2026-05-09 21:15:35
cloning,slanted,therapeutic cloning debate,3,6,https://osteopathic.org/wp-content/uploads/policies/Policy_H316-A-24-Human-Cloning-H341-A19.pdf,osteopathic.org,Human Cloning Policy Statement White Paper,2026-05-09 21:15:36
cloning,slanted,therapeutic cloning debate,3,10,https://www.mayoclinicproceedings.org/article/S0025-6196(11)63148-0/fulltext,mayoclinicproceedings.org,Stem Cell Research: Why Medicine Should Reject Human ...,2026-05-09 21:15:38
cloning,neutral,cloning endangered species,1,1,https://www.ebsco.com/research-starters/zoology/cloning-extinct-or-endangered-species,ebsco.com,Cloning of extinct or endangered species | Zoology,2026-05-09 21:16:01
cloning,neutral,cloning endangered species,1,4,https://reviverestore.org/projects/przewalskis-horse/about-cloning/,reviverestore.org,About Cloning,2026-05-09 21:16:02
cloning,neutral,cloning endangered species,1,5,https://earth.org/should-we-clone-endangered-species/,earth.org,Should We Clone Endangered Species?,2026-05-09 21:17:35
cloning,neutral,cloning endangered species,1,6,https://news.mongabay.com/2022/01/for-species-on-the-very-brink-of-extinction-cloning-is-a-loaded-last-resort/,news.mongabay.com,"For species on the very brink of extinction, cloning is ...",2026-05-09 21:17:36
cloning,neutral,cloning endangered species,1,8,https://www.annualreviews.org/content/journals/10.1146/annurev-animal-071423-093523,annualreviews.org,Cloning for the Twenty-First Century and Its Place in ...,2026-05-09 21:17:58
cloning,neutral,cloning endangered species,2,1,https://colossal.com/de-extinction/,colossal.com,"De-extinction Projects, Facts & Statistics | Colossal",2026-05-09 21:18:09
cloning,neutral,cloning endangered species,2,2,https://www.geminigenetics.com/cloning-for-conservation/,geminigenetics.com,Cloning In Conservation,2026-05-09 21:18:09
cloning,neutral,cloning endangered species,2,3,https://embargoed.www.cell.com/current-biology/fulltext/S0960-9822(01)00126-9,embargoed.www.cell.com,Can cloning save endangered species?: Current Biology,2026-05-09 21:18:10
cloning,neutral,cloning endangered species,2,6,https://www.amnh.org/explore/ology/earth/ask-a-scientist-about-our-environment/should-we-clone-endangered-animals,amnh.org,Should we clone endangered animals?,2026-05-09 21:18:11
cloning,neutral,cloning endangered species,2,8,https://openresearch.newcastle.edu.au/ndownloader/files/54407786,openresearch.newcastle.edu.au,Cloning for the Twenty-First Century and Its Place in ...,2026-05-09 21:18:11
cloning,neutral,cloning endangered species,3,4,https://reviverestore.org/,reviverestore.org,Revive & Restore | Genetic Rescue to Enhance Biodiversity,2026-05-09 21:18:25
cloning,neutral,cloning endangered species,3,5,https://lastwordonnothing.com/2011/09/26/guest-post-should-we-clone-endangered-species/,lastwordonnothing.com,Guest Post: Should We Clone Endangered Species?,2026-05-09 21:18:25
cloning,slanted,clone farming,1,2,https://www.freightfarms.com/blog/plant-cloning,freightfarms.com,Plant Cloning – 4 Easy Steps to Get Started,2026-05-09 21:19:01
cloning,slanted,clone farming,1,3,https://www.greens-efa.eu/en/article/news/cloning-for-farming-purposes,greens-efa.eu,Cloning for farming purposes,2026-05-09 21:19:02
cloning,slanted,clone farming,1,5,https://zipgrow.com/how-and-when-to-clone-plants-for-your-vertical-farm/?srsltid=AfmBOooDk_PmrkKxbXuE8PdkCyjShlOX_Z5bqqnTeERl0mVUMusID1KB,zipgrow.com,How and When to Clone Plants for Your Vertical Farm,2026-05-09 21:19:04
cloning,slanted,clone farming,1,6,https://www.ciwf.org.uk/media/7427248/farm-animal-cloning-factsheet-formatted.pdf,ciwf.org.uk,factsheet: farm animal cloning,2026-05-09 21:19:05
cloning,slanted,clone farming,1,7,https://www.drze.de/en/research-publications/in-focus/genetically-modified-foods/modules/cloned-farm-animals,drze.de,Cloned farm animals — DRZE,2026-05-09 21:19:06
cloning,slanted,clone farming,2,1,https://geneticliteracyproject.org/2021/03/04/cloned-animals-a-safe-sustainable-alternative-source-of-meat-and-milk/,geneticliteracyproject.org,"Cloned animals: A safe, sustainable source of food and ...",2026-05-09 21:19:17
cloning,slanted,clone farming,2,5,https://rustbreeder.com/guide/,rustbreeder.com,Crossbreeding Guide,2026-05-09 21:19:18
cloning,slanted,clone farming,2,7,https://www.webtoons.com/en/action/auto-hunting-with-my-clones/list?title_no=5034,webtoons.com,Auto Hunting With My Clones,2026-05-09 21:19:19
cloning,slanted,clone farming,2,9,https://www.iatp.org/news/looking-for-crops-that-clone-themselves,iatp.org,Looking for Crops That Clone Themselves,2026-05-09 21:19:20
cloning,slanted,clone farming,2,10,https://steamcommunity.com/sharedfiles/filedetails/?id=2916242331,steamcommunity.com,GGGYYY (Farming Guide) - Rust,2026-05-09 21:19:20
cloning,slanted,clone farming,3,3,https://starwars.fandom.com/wiki/Cloning,starwars.fandom.com,Cloning | Wookieepedia - Fandom,2026-05-09 21:19:33
cloning,slanted,clone farming,3,4,https://www.geneticsandsociety.org/article/welcome-clone-farm,geneticsandsociety.org,Welcome to the Clone Farm,2026-05-09 21:19:33
cloning,slanted,clone farming,3,5,https://www.drivethrurpg.com/en/product/242634/Clone-Farm?language=frFfiltersDpwywtruepwywtrue,drivethrurpg.com,Clone Farm - Goblinoid Games | Pacesetter System,2026-05-09 21:19:34
cloning,slanted,clone farming,3,6,https://www.nms.ac.uk/discover-catalogue/the-story-of-dolly-the-sheep,nms.ac.uk,The story of Dolly the sheep,2026-05-09 21:19:35
cloning,slanted,clone farming,3,8,https://www.newscientist.com/article/mg17123040-300-clone-farm/,newscientist.com,Clone farm,2026-05-09 21:19:35
cloning,slanted,clone farming,3,9,https://forums-archive.eveonline.com/topic/246750/,forums-archive.eveonline.com,[Ratting] Clone Soldier Farming - Missions & Complexes,2026-05-09 21:19:36
gene_editing,neutral,crispr gene therapy,1,1,https://crisprtx.com/gene-editing,crisprtx.com,Gene Editing,2026-05-09 21:19:51
gene_editing,neutral,crispr gene therapy,1,4,https://crisprtx.com/,crisprtx.com,CRISPR Therapeutics: Home,2026-05-09 21:20:00
gene_editing,neutral,crispr gene therapy,1,5,https://innovativegenomics.org/news/crispr-clinical-trials-2025/,innovativegenomics.org,CRISPR Clinical Trials: A 2025 Update,2026-05-09 21:20:01
gene_editing,neutral,crispr gene therapy,1,8,https://www.synthego.com/blog/history-crispr-cell-and-gene-therapies/,synthego.com,The History of CRISPR Cell and Gene Therapies,2026-05-09 21:20:13
gene_editing,neutral,crispr gene therapy,2,2,https://www.autoimmuneinstitute.org/articles/crispr-cas9-gene-editing-revolutionizing-autoimmune-disease-treatment,autoimmuneinstitute.org,CRISPR/Cas9 Gene Editing: Revolutionizing Autoimmune ...,2026-05-09 21:20:25
gene_editing,neutral,crispr gene therapy,2,3,https://www.broadinstitute.org/what-broad/areas-focus/project-spotlight/questions-and-answers-about-crispr,broadinstitute.org,Questions and Answers about CRISPR,2026-05-09 21:20:26
gene_editing,neutral,crispr gene therapy,2,4,https://www.editasmedicine.com/crispr-gene-editing/,editasmedicine.com,CRISPR Gene Editing,2026-05-09 21:20:26
gene_editing,neutral,crispr gene therapy,2,8,https://www.cff.org/research-clinical-trials/gene-editing-cystic-fibrosis,cff.org,Gene Editing for Cystic Fibrosis,2026-05-09 21:20:27
gene_editing,neutral,crispr gene therapy,2,9,https://www.astrazeneca.com/r-d/next-generation-therapeutics/gene-therapy.html,astrazeneca.com,Our approach to gene therapy,2026-05-09 21:20:27
gene_editing,neutral,crispr gene therapy,2,10,https://www.eatg.org/hiv-news/first-in-human-trial-of-crispr-gene-therapy-for-hiv/,eatg.org,First-in-human trial of CRISPR gene therapy for HIV,2026-05-09 21:20:28
gene_editing,neutral,crispr gene therapy,3,1,https://www.labiotech.eu/in-depth/crispr-technology-cure-disease/,labiotech.eu,Could CRISPR really cure these diseases?,2026-05-09 21:20:40
gene_editing,neutral,crispr gene therapy,3,4,https://finance.yahoo.com/quote/CRSP/,finance.yahoo.com,"CRISPR Therapeutics AG (CRSP) Stock Price, News ...",2026-05-09 21:20:40
gene_editing,neutral,crispr gene therapy,3,6,https://www.med.ubc.ca/news/scientists-develop-first-gene-editing-treatment-for-skin-conditions/,med.ubc.ca,Scientists develop first gene-editing treatment for skin conditions,2026-05-09 21:20:41
gene_editing,neutral,crispr gene therapy,3,7,https://innovativegenomics.org/what-is-crispr/,innovativegenomics.org,What is CRISPR? - Innovative Genomics Institute (IGI),2026-05-09 21:20:41
gene_editing,neutral,crispr gene therapy,3,8,https://www.idtdna.com/page/products/crispr-genome-editing,idtdna.com,CRISPR Products For Gene Editing | IDT,2026-05-09 21:20:42
gene_editing,slanted,gene editing ethics,1,3,https://innovativegenomics.org/crisprpedia/crispr-ethics/,innovativegenomics.org,CRISPR & Ethics,2026-05-09 21:21:11
gene_editing,slanted,gene editing ethics,1,4,https://www.nuffieldbioethics.org/publication/genome-editing-an-ethical-review/,nuffieldbioethics.org,Genome editing: an ethical review,2026-05-09 21:22:21
gene_editing,slanted,gene editing ethics,1,5,https://patienteducation.asgct.org/understanding-cell-gene-therapy/ethical-issues-germline-gene-editing,patienteducation.asgct.org,Ethical Issues: Germline Gene Editing | ASGCT,2026-05-09 21:22:22
gene_editing,slanted,gene editing ethics,2,1,https://www.nationalacademies.org/projects/IOM-HSP-15-10,nationalacademies.org,"Human Genome Editing: Scientific, Medical and Ethical ...",2026-05-09 21:22:43
gene_editing,slanted,gene editing ethics,2,6,https://www.unesco.org/en/articles/roundtable-genome-editing-why-ethics-matter-0,unesco.org,"Roundtable on ""Genome editing: why ethics matter”",2026-05-09 21:22:44
gene_editing,slanted,gene editing ethics,2,7,https://journalofethics.ama-assn.org/article/ethics-values-and-responsibility-human-genome-editing/2019-12,journalofethics.ama-assn.org,"Ethics, Values, and Responsibility in Human Genome Editing",2026-05-09 21:22:44
gene_editing,slanted,gene editing ethics,2,8,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(23)01084-X/fulltext,thelancet.com,Balancing potential benefits and ethical considerations of ...,2026-05-09 21:22:45
gene_editing,slanted,gene editing ethics,2,10,https://www.ccne-ethique.fr/sites/default/files/2024-03/Avis%20133%20-%20%20def%201702.pdf,ccne-ethique.fr,ETHICAL CHALLENGES OF GENE EDITING,2026-05-09 21:22:45
gene_editing,slanted,gene editing ethics,3,2,https://www.nuffieldbioethics.org/publication/genome-editing-and-human-reproduction-social-and-ethical-issues/,nuffieldbioethics.org,Genome editing and human reproduction: social and ...,2026-05-09 21:22:57
gene_editing,slanted,gene editing ethics,3,7,https://classroom.eneri.eu/sites/default/files/2025-03/Gene%20editing_ethics%20issues-Eng.pdf,classroom.eneri.eu,Gene editing: ethics issues - ENERI Classroom,2026-05-09 21:22:59
gene_editing,slanted,gene editing ethics,3,8,https://www.abc.net.au/news/2025-09-22/ethics-of-gene-editing-designer-babies/105496228,abc.net.au,Gene editing is being sold on the promise of healthier babies,2026-05-09 21:22:59
gene_editing,slanted,gene editing ethics,3,9,https://www.embl.org/news/lab-matters/human-genome-editing-regulations-risks-and-ethical-considerations/,embl.org,"Human genome editing: regulations, risks, and ethical ...",2026-05-09 21:22:59
gene_editing,neutral,crispr cas9 research,1,3,https://www.viennabiocenter.org/research/key-discoveries/crisprcas9/,viennabiocenter.org,CRISPR/Cas9 Vienna | Key Discovery,2026-05-09 21:23:17
gene_editing,neutral,crispr cas9 research,1,4,https://innovativegenomics.org/news/crispr-clinical-trials-2025/,innovativegenomics.org,CRISPR Clinical Trials: A 2025 Update,2026-05-09 21:23:18
gene_editing,neutral,crispr cas9 research,1,5,https://crisprtx.com/gene-editing,crisprtx.com,Gene Editing,2026-05-09 21:23:18
gene_editing,neutral,crispr cas9 research,1,8,https://www.broadinstitute.org/research-highlights-crispr,broadinstitute.org,Research Highlights: CRISPR,2026-05-09 21:23:22
gene_editing,neutral,crispr cas9 research,2,3,https://www.labiotech.eu/in-depth/crispr-cas9-review-gene-editing-tool/,labiotech.eu,CRISPR-Cas9: The gene editing tool changing the world,2026-05-09 21:23:36
gene_editing,neutral,crispr cas9 research,2,8,https://www.neb.com/en/tools-and-resources/feature-articles/crispr-cas9-and-targeted-genome-editing-a-new-era-in-molecular-biology?srsltid=AfmBOopjXDDQG8wxuJ_DrfFXGg9pXwZVknHybNZihd9b3V4F9KQYh11a,neb.com,CRISPR/Cas9 & Targeted Genome Editing: New Era in ...,2026-05-09 21:23:37
gene_editing,neutral,crispr cas9 research,2,9,https://www.addgene.org/guides/crispr/,addgene.org,CRISPR Guide,2026-05-09 21:23:38
gene_editing,neutral,crispr cas9 research,3,1,https://journals.asm.org/doi/10.1128/jmbe.v20i2.1666,journals.asm.org,An Undergraduate Research Project Utilizing CRISPR-Cas9 ...,2026-05-09 21:23:48
gene_editing,neutral,crispr cas9 research,3,2,https://www.synthego.com/learn/crispr/,synthego.com,What is CRISPR: Your Ultimate Guide,2026-05-09 21:23:48
gene_editing,neutral,crispr cas9 research,3,3,https://journalofethics.ama-assn.org/article/justice-crisprcas9-research-and-clinical-applications/2018-09,journalofethics.ama-assn.org,Justice in CRISPR/Cas9 Research and Clinical Applications,2026-05-09 21:23:49
gene_editing,neutral,crispr cas9 research,3,4,https://www.nejm.org/doi/full/10.1056/NEJMoa2031054,nejm.org,CRISPR-Cas9 Gene Editing for Sickle Cell Disease and β ...,2026-05-09 21:23:49
gene_editing,neutral,crispr cas9 research,3,5,https://healthcare-in-europe.com/en/news/crispr-tool-targets-cancer-and-virus-infected-cells-precisely.html,healthcare-in-europe.com,CRISPR tool targets cancer and virus-infected cells precisely,2026-05-09 21:23:49
gene_editing,neutral,crispr cas9 research,3,7,https://www.yourgenome.org/theme/what-is-crispr-cas9/,yourgenome.org,What is CRISPR-Cas9?,2026-05-09 21:23:50
gene_editing,neutral,crispr cas9 research,3,9,https://www.understandupsc.com/crispr-cas9/,understandupsc.com,CRISPR-Cas9,2026-05-09 21:23:51
gene_editing,slanted,genetic modification dangers,1,2,https://www.ebsco.com/research-starters/biotechnology/genetic-engineering-risks,ebsco.com,Genetic engineering risks | Biotechnology | Research Starters,2026-05-09 21:24:14
gene_editing,slanted,genetic modification dangers,1,4,https://www.centerforfoodsafety.org/issues/311/ge-foods/ge-food-and-your-health,centerforfoodsafety.org,GE Food & Your Health,2026-05-09 21:24:15
gene_editing,slanted,genetic modification dangers,1,8,https://committees.parliament.uk/writtenevidence/77357/html/,committees.parliament.uk,Ecological Risks of Gene Drive Technologies,2026-05-09 21:24:17
gene_editing,slanted,genetic modification dangers,1,9,https://www.nongmoproject.org/blog/gmofacts/potential-health-impacts-of-gmos/,nongmoproject.org,Potential health impacts of GMOs,2026-05-09 21:24:22
gene_editing,slanted,genetic modification dangers,2,1,https://www.allianceforfoodpurity.org.uk/dangers,allianceforfoodpurity.org.uk,Dangers - Gene-edited foods,2026-05-09 21:24:34
gene_editing,slanted,genetic modification dangers,2,2,https://carnegieendowment.org/russia-eurasia/research/2024/10/mitigating-risks-from-gene-editing-and-synthetic-biology-global-governance-priorities,carnegieendowment.org,Mitigating Risks from Gene Editing and Synthetic Biology,2026-05-09 21:24:34
gene_editing,slanted,genetic modification dangers,2,4,https://www.greens-efa.eu/files/assets/docs/chapter_4_gene_editing_is_risky_and_its_products_can_be_unsafe.pdf,greens-efa.eu,4. Gene editing is risky and its products can be unsafe,2026-05-09 21:24:35
gene_editing,slanted,genetic modification dangers,2,6,https://biosafety-info.net/articles/assessment-impacts/ecological/genetically-modifying-nature-is-not-conservation/,biosafety-info.net,Genetically Modifying Nature is Not Conservation,2026-05-09 21:24:36
gene_editing,slanted,genetic modification dangers,2,9,https://www.hannover-re.com/en/property-and-casualty/emerging-risks-insights/genetically-modified-organisms-gmos/,hannover-re.com,Risks from Genetically Modified Organisms (GMOs),2026-05-09 21:24:36
gene_editing,slanted,genetic modification dangers,3,2,https://policy.desa.un.org/sites/default/files/inline-images/eapd2023/publication/FTQ_May_2019.pdf,policy.desa.un.org,"Playing with genes: The good, the bad and the ugly",2026-05-09 21:24:47
gene_editing,slanted,genetic modification dangers,3,3,https://answers.childrenshospital.org/crispr-gene-editing/,answers.childrenshospital.org,"CRISPR gene editing carries a potential risk, study finds",2026-05-09 21:24:48
gene_editing,slanted,genetic modification dangers,3,6,https://www.scientificamerican.com/article/the-dark-side-of-crispr/,scientificamerican.com,The Dark Side of CRISPR,2026-05-09 21:24:49
gene_editing,slanted,genetic modification dangers,3,7,https://www.bbc.co.uk/bitesize/guides/zytxjsg/revision/3,bbc.co.uk,Benefits and risks of genetic engineering - Edexcel,2026-05-09 21:24:49
gene_editing,neutral,gene drive technology,1,2,https://targetmalaria.org/what-we-do/our-development-pathway/how-it-works/,targetmalaria.org,How gene drive works,2026-05-09 21:25:18
gene_editing,neutral,gene drive technology,1,3,https://genedrives.ch/,genedrives.ch,Gene Drive - An international and interdisciplinary research ...,2026-05-09 21:25:19
gene_editing,neutral,gene drive technology,1,4,https://www.synthego.com/blog/gene-drive-crispr/,synthego.com,"CRISPR Gene Drives: Eradicating Malaria, Controlling ...",2026-05-09 21:25:20
gene_editing,neutral,gene drive technology,1,5,https://portal-cdn.scnat.ch/asset/5ea0dd0a-7c4a-592f-b6a5-5de6abef07a2/Factsheet_Gene_drives_E_online.pdf?b=39772f1e-d8f8-5c97-bfa2-cb482755cc90&v=247ab218-d398-5151-b026-a858af7cc3d2_0&s=ePuUvGKLq5l9akfDci5g8Ri04dYeB6gKMVWoIYvB4PvcXS9sUjKGnsT6b11Unh1zozQGw-_GTrZuLvwKhhMo-kLWh2hGh_DZJ1wXNZG3Q28xhjcGLHFFyiD1Jq0svYoS2ENbGWyp6JL1ZktmXNPruRm4sjUjiod5-fnSoM6SwjU,portal-cdn.scnat.ch,"Gene drives: benefits, risks, and possible applications",2026-05-09 21:25:28
gene_editing,neutral,gene drive technology,1,8,https://www.swissaid.ch/en/articles/gene-drives/,swissaid.ch,Gene Drive Organisms: Destructive and uncontrollable,2026-05-09 21:25:30
gene_editing,neutral,gene drive technology,2,1,https://www.genetechnology.gov.au/about-gene-technology/gene-drives,genetechnology.gov.au,Gene drives,2026-05-09 21:25:43
gene_editing,neutral,gene drive technology,2,2,https://genedrivenetwork.org/what-is-gene-drive/,genedrivenetwork.org,What is gene drive?,2026-05-09 21:25:43
gene_editing,neutral,gene drive technology,2,3,https://crisprmedicinenews.com/news/explainer-the-gene-drive-technology/,crisprmedicinenews.com,Explainer: The Gene Drive Technology,2026-05-09 21:25:44
gene_editing,neutral,gene drive technology,2,4,https://www.isaaa.org/blog/entry/default.asp?BlogDate=11/26/2025,isaaa.org,"Gene Drive Explained: How It Works, Why It Matters, and ...",2026-05-09 21:25:44
gene_editing,neutral,gene drive technology,2,5,https://mesamalaria.org/resource-hub/application-of-gene-drive-technology-for-malaria-elimination-in-africa/,mesamalaria.org,Application of gene drive technology for malaria elimination in ...,2026-05-09 21:25:44
gene_editing,neutral,gene drive technology,2,6,https://crispr-gene-editing-regs-tracker.geneticliteracyproject.org/eu-gene-drives/,crispr-gene-editing-regs-tracker.geneticliteracyproject.org,European Union: Gene Drives,2026-05-09 21:25:45
gene_editing,neutral,gene drive technology,2,7,https://www.malariagen.net/article/what-are-gene-drives/,malariagen.net,What are gene drives?,2026-05-09 21:25:45
gene_editing,neutral,gene drive technology,2,8,https://healthtechafrica.org/technology/gene-drive-technology,healthtechafrica.org,Gene Drive Technology,2026-05-09 21:25:45
gene_editing,neutral,gene drive technology,2,9,https://www.belfercenter.org/publication/technology-factsheet-gene-drives,belfercenter.org,Technology Factsheet: Gene Drives,2026-05-09 21:25:46
gene_editing,neutral,gene drive technology,2,10,https://elifesciences.org/articles/03401,elifesciences.org,Concerning RNA-guided gene drives for the alteration of ...,2026-05-09 21:25:46
gene_editing,neutral,gene drive technology,3,1,https://elifesciences.org/articles/03401,elifesciences.org,Concerning RNA-guided gene drives for the alteration of ...,2026-05-09 21:25:57
gene_editing,neutral,gene drive technology,3,2,https://www.umweltbundesamt.at/fileadmin/site/publikationen/rep0705.pdf,umweltbundesamt.at,GENE DRIVE ORGANISMS,2026-05-09 21:25:57
gene_editing,neutral,gene drive technology,3,5,https://www.ibiology.org/genetics-and-gene-regulation/gene-drive/,ibiology.org,Gene Drive,2026-05-09 21:25:59
gene_editing,slanted,designer babies,1,5,https://www.newhopefertility.com/designer-babies/,newhopefertility.com,Designer Babies,2026-05-09 21:26:37
gene_editing,slanted,designer babies,1,7,https://www.wired.com/story/your-next-job-designer-baby-therapist/,wired.com,Designer Babies Are Teenagers Now—and Some of Them ...,2026-05-09 21:26:39
gene_editing,slanted,designer babies,1,8,https://www.ebsco.com/research-starters/health-and-medicine/designer-baby,ebsco.com,Designer Baby | Health and Medicine | Research Starters,2026-05-09 21:26:40
gene_editing,slanted,designer babies,2,3,https://www.createfertility.co.uk/blog/designer-babies-and-sci-fi-myths,createfertility.co.uk,Designer babies and sci-fi myths,2026-05-09 21:26:57
gene_editing,slanted,designer babies,2,6,https://www.scientificamerican.com/article/why-genetically-optimizing-embryos-is-misleading-unethical-and-not-even/,scientificamerican.com,The Myth of the Designer Baby—Why 'Genetic Optimization ...,2026-05-09 21:27:00
gene_editing,slanted,designer babies,2,7,https://www.aspeninstitute.org/blog-posts/designer-babies-ethical-moral-biological-implications-future-genetic-technology/,aspeninstitute.org,Designer Babies: Where Does Society Draw the Line?,2026-05-09 21:27:00
gene_editing,slanted,designer babies,3,1,https://www.thelancet.com/journals/lancet/article/PIIS014067360861538X/fulltext,thelancet.com,Designer babies: choosing our children's genes,2026-05-09 21:27:21
gene_editing,slanted,designer babies,3,4,https://www.swissinfo.ch/eng/science/designer-babies-divide-opinion/1013918,swissinfo.ch,Designer babies divide opinion,2026-05-09 21:27:22
gene_editing,slanted,designer babies,3,6,"https://asm.org/articles/cultures-magazine/volume-4,-issue-4-2017/the-designer-baby-distraction",asm.org,The Designer Baby Distraction,2026-05-09 21:27:23
gene_editing,slanted,designer babies,3,8,https://www.seisen.com/student-life/seisen-post/features/~board/seisen-post/post/designer-babies-the-key-to-a-better-developed-world,seisen.com,"Designer Babies, The Key To A Better Developed World",2026-05-09 21:27:23
cybersecurity,neutral,encryption security,1,2,https://www.fortinet.com/resources/cyberglossary/encryption,fortinet.com,"What is Encryption? Definition, Types & Benefits",2026-05-09 21:27:56
cybersecurity,neutral,encryption security,1,3,https://www.dataguard.com/blog/cyber-security-measures-secure-your-business-with-encryption/,dataguard.com,Cyber security and encryption: Best practices for your ...,2026-05-09 21:28:11
cybersecurity,neutral,encryption security,1,4,https://aws.amazon.com/blogs/security/importance-of-encryption-and-how-aws-can-help/,aws.amazon.com,The importance of encryption and how AWS can help,2026-05-09 21:28:12
cybersecurity,neutral,encryption security,1,5,https://www.cisco.com/site/us/en/learn/topics/security/what-is-encryption.html,cisco.com,What Is Encryption? Explanation and Types,2026-05-09 21:28:13
cybersecurity,neutral,encryption security,1,6,https://segura.security/post/encryption-for-cybersecurity/,segura.security,The Importance of Encryption in Strengthening Cybersecurity,2026-05-09 21:28:14
cybersecurity,neutral,encryption security,1,7,https://www.ibm.com/think/topics/encryption,ibm.com,What is encryption?,2026-05-09 21:28:15
